65523754a77be4f99b06c6bf649586331916e049	ab97d948a5e05c7e4ddfe7bbd3da61741aa07485	0
efbedb07aa1c01d6eb5cbd5420c213ffe837e247	f0970ace8cf2cb02026cd9fbd278a540645ff6d0	0
2d4638f6bbb8f92f6340d7f08f89b0451f8477b4	36756420c1af2e5a543d9d2540dcd941bb6be657	0
c9b90e35ac550bd68bcf3492eb98e4bad17331c4	bbaf96c02882734be5d01543bb287583e44d32cc	0
c59b2e4e98906a2b6e73626f8707cd4866eecd4a	00aec534acb652919e901f8d3ef3b43075cf9f14	0
10ae15b113f00b6c31361f35f4bbb636641f62da	2b6d1507d57f02477cc20bd0b6fadc54bd9ab7c6	0
5c9d56d665414c33d18115a7ddb3a001d286dfd4	19461a940c7c07c5f798559c57c0798e9a7cb13f	0
3c90289a0506620a4b0cfd34d92498ae439c4479	52c190718e229f06fedf0c375d7f31d533cc37ca	0
d8bb0dd089fa4cf233136e907ba94c882fb9fc0b	524aecc947bd9b3e066c85119afff3d58b3a0353	0
485d4cd24ade9096e39283e43d405cfdc25511c4	32b5ead02149439f559eb7217d872c4f5d1647aa	0
f5673c96fd34114aa6c83625c0ce888912bbe590	aebedfe30108922bc62c8aa2793e46a9c3581b81	0
fd9578ea7f361dcd5642003522ab48a3fb75df3e	e50870064cc5a5d9e9eccc9a9e27c61dbd1342f4	0
5bf5c5219838c4b02e3bb1af78c154100321d3e2	4f9a5cd1f9637f0e635c1825fefd1e7c1b4544b2	0
9949d07b78ea9a17ba667114a75def84a9e9c3c9	c14ac906446f62488ec1162efbf90178dbfca740	0
280fe1d3175a57501fbd48739049b847e8d54964	060c8fe9050c50fbba63ec2a53e3cf895ba415d8	0
a0a65508f89417a39274b8fc5dce819fe020feb5	433a4184ef53c428196bb25a46634f8fad84c11a	0
ea59f9c4633d6e52d227f8f549e0cbf83932588f	009929f78e389177df8badd427c54f547ea38fb1	0
92da6d9d7dd8e1b3489d8e969b66f765cd35efa1	192616c9bdb09de78d16cd77441dfcab26d2c2fa	0
874ca1a3f4a44c9be125d46ce65e39803f2075b2	202fbc3398e1cb0fce816c87afaf7a0cfffd843e	0
4c3c59ac1a70265a6d04f212244fc8d193e27a77	19461a940c7c07c5f798559c57c0798e9a7cb13f	0
967ebe16a4c12d2669c5f46023f78d4454b60351	fefc663e30e896ce5db51a9068fc892ae94dab4e	0
